,nan,nan,platform.BAT.batteryCurrentDir,platform.BAT.batteryCurrent[0:2],platform.BAT.batteryVoltage[0:2],platform.EPS.switchVoltages[0:9],platform.EPS.switchCurrents[0:9],platform.EPS.actualSwitchStatesBitmap,platform.EPS.expectedSwitchStatesBitmap,platform.EPS.solarArrayCurrents[0:4],platform.EPS.solarArrayVoltages[0:2],platform.EPS.busVoltages[0:3],platform.EPS.busCurrents[0:3],platform.EPS.busCurrentDraws[0:1],platform.ADCS.busCurrents[0:2],platform.ADCS.busVoltages[0:2],platform.ADCS.sensorCurrent,platform.ADCS.mtqCurrent,platform.CMC.current3V3,platform.CMC.current5V,platform.CMC.voltage3V3,platform.CMC.voltage5V,obsw.platform.obc.TelemetryADCA.channelOutput[3],obsw.platform.obc.TelemetryADCA.channelOutput[0],obsw.platform.obc.TelemetryADCA.channelOutput[1],obsw.platform.obc.TelemetryADCA.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[0],obsw.platform.obc.TelemetryADCB.channelOutput[1],obsw.platform.obc.TelemetryADCB.channelOutput[2],obsw.platform.obc.TelemetryADCB.channelOutput[3],obsw.platform.obc.TelemetryADCC.channelOutput[1],obsw.platform.obc.TelemetryADCC.channelOutput[2],obsw.platform.obc.TelemetryADCC.channelOutput[5],obsw.platform.obc.TelemetryADCB.channelOutput[4],obsw.platform.obc.TelemetryADCC.channelOutput[6],obsw.platform.obc.TelemetryADCB.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[6],obsw.platform.obc.TelemetryADCA.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[3],cdh.telemetry.DataPool.paramValid
61,3941011,65396,1,31465480,811428757,3717318232737033594945152003,1240360257874722390935609345,420,420,5499706972174,277230387,980068169592,11859419138,11272,60511895424316,141100553479853,9053,411,17821,65501,1258,828,2165,2160,1135,3359,3348,478,3343,318,1629,3,2180,26,3379,5,2308,33,2439,2305,11111111111111111111
62,3941071,65397,1,31465480,812477333,3717318232737033593871410179,2478300296007181161227886594,420,420,5786395741189,421797899,978994427768,11859420162,11271,65923547401530,140838571878098,6304,504,17833,65501,1258,828,2165,2160,1135,3358,3348,479,3342,319,1629,3,2180,26,3378,4,2314,34,2439,2296,11111111111111111111
63,3941131,65398,1,31465480,811428757,3717318233889955098478257155,2478300297160102665834733570,420,420,5616744723709,364255318,977920685944,11859419138,11271,70622251912421,141182156351106,5671,690,17833,65501,1258,828,2165,2160,1136,3358,3348,481,3343,320,1628,3,2180,25,3379,4,2315,34,2439,2297,11111111111111111111
64,3941191,65399,0,31465478,812477333,3717318232737033594945152003,2478300297160101566323105794,420,420,5680095430668,393621520,977920686969,12933161986,11271,74324514966728,141169271252581,6326,580,17845,65501,1258,828,2165,2160,1145,3358,3349,478,3342,318,1628,3,2180,26,3379,5,2307,34,2438,2304,11111111111111111111
65,3941251,65400,0,31465494,811428757,7431139532337716641660675075,2478300296007182260739514370,420,420,5787470531596,416554000,978994427769,11859420162,11272,60202655485218,140963125012158,9098,440,17845,65501,1258,828,2165,2160,1136,3359,3348,477,3343,318,1627,3,2179,26,3378,5,2312,34,2439,2294,11111111111111111111
66,3941311,65401,0,31465494,812477326,2479369929310308298165855235,2478300297160101566323105794,420,420,82543904821594,12691565,970404494201,11859419138,11271,72507741899953,140748384904869,6357,230,17856,65501,1259,829,2148,2142,1140,3358,3348,479,3343,319,1628,3,2162,25,3379,5,2315,34,2438,2297,11111111111111111111
67,3941371,65402,0,31465494,812478349,2479367568127066862269505539,2478300296007180061716258818,420,420,92449175244801,14684161,970404493176,12933161986,11271,73590072413441,141049010464324,9000,186,17856,65501,1259,829,2145,2140,1147,3358,3348,480,3342,320,1627,3,2160,25,3379,5,2309,34,2437,2307,11111111111111111111
68,3941431,65403,0,31465495,812478348,2479367568127066863344296963,2478300297160102665834733570,420,420,1100587467777,1050625,969330752376,11859419138,11271,64909933743317,141169286850172,8651,773,17856,65501,1259,829,2144,2138,1147,3358,3348,479,3342,319,1627,3,2159,25,3379,5,2308,34,2438,2305,11111111111111111111
69,3941491,65404,0,31465494,812478348,2479366387535446145932993539,2478300297160103765345312770,420,420,1100586419201,1049601,968255960952,12933161986,11271,71429704518950,140980295968343,9193,432,17868,65501,1259,829,2143,2137,1145,3358,3348,479,3343,318,1627,3,2158,25,3378,15,2309,34,2437,2304,11111111111111111111
70,3941551,65405,0,31465494,812478348,6193187685983207688041669635,2478300296007180061716258818,420,420,1100586419201,1049601,968258058104,11858370562,11271,65184816303408,140954544121456,8890,134,17868,65501,1259,829,2142,2137,1151,3358,3348,478,3343,318,1627,3,2158,25,3379,5,2309,34,2437,2305,11111111111111111111
71,3941611,65406,0,31465494,812478348,2479366386382524640251356163,2478300297160102665834733570,420,420,1100586419201,1049601,969330751352,11859419138,11271,65786117295344,141152089745083,7686,225,17868,65501,1259,829,2141,2136,1144,3358,3348,477,3342,318,1627,3,2156,25,3379,5,2314,34,2437,2296,11111111111111111111
72,3941671,65407,0,31465494,812478347,3717305246229205702347072515,2478300296007181161227886594,420,420,1100586419201,1049601,967183267704,11859419138,11271,65992267402553,140808514250452,8184,179,17868,65501,1259,829,2141,2135,1145,3357,3349,479,3343,319,1627,3,2156,25,3379,4,2315,33,2437,2302,11111111111111111111
73,3941731,65408,0,31465494,812478347,3717306426820826420832117763,2477091371340490235682234370,420,420,1100586419201,1049601,967183268728,11859419138,11271,61658653199609,141117740558021,8743,813,17868,65501,1259,829,2140,2135,1146,3358,3348,481,3342,320,1627,3,2155,25,3379,5,2320,34,2438,2302,11111111111111111111
74,3941791,65409,0,31465494,812477323,2479366387535445045347623939,2478300296007182260739514370,420,420,1100586419201,1049601,967183268729,12932112386,11271,66816908332297,141126330164935,6435,798,17856,65501,1259,829,2139,2134,1146,3358,3348,480,3343,319,1628,3,2154,25,3379,5,2311,34,2438,2294,11111111111111111111
75,3941851,65410,0,31465494,812477322,6193185324799966252145320962,2478300297160104864856940546,420,420,1100586419201,1049601,967183267704,11858371586,11271,70119728614623,141074797438570,5963,242,17856,65501,1259,829,2138,2133,1145,3358,3349,477,3342,318,1628,3,2153,25,3379,5,2316,34,2438,2298,11111111111111111111
76,3941911,65411,0,31465494,812477322,2479365206943825428521690115,2478300296007181161227886593,420,420,1100586419201,1049601,966109525881,11859420162,11272,75338125413545,141122042734232,7755,230,17845,65501,1259,829,2138,2132,1149,3358,3348,479,3343,319,1629,3,2153,25,3379,5,2307,33,2437,2303,11111111111111111111
77,3941971,65412,0,31465494,812477322,2479364026352204710036644867,2478300296007182260738465794,420,420,1100586419201,1049601,966109525880,11859420162,11271,64420315860199,141182165395149,8181,222,17845,65501,1259,829,2137,2132,1143,3358,3348,481,3343,320,1629,3,2152,26,3379,5,2308,34,2439,2306,11111111111111111111
78,3942031,65413,0,31465495,812478345,3717304065637584984935769091,2478300296007182260740562945,420,420,1100586419201,1049601,966109525880,11859419138,11271,69982290709608,140641007183489,5639,285,17833,65501,1259,829,2136,2131,1144,3358,3348,479,3342,319,1630,3,2151,26,3378,5,2314,34,2437,2296,11111111111111111111
79,3942091,65414,0,31465494,812478345,2479364026352204711110386690,2478300296007181161227886594,420,420,1100586419201,1049601,965036832632,11858370562,12295,69226377055496,140692550264514,5603,707,17821,65501,1259,829,2136,2131,1150,3357,3348,495,3343,318,1630,3,2150,25,3378,12,2309,34,2437,2305,11111111111111111111
80,3942151,65415,0,31465494,812477321,6193184144208345535807759363,2478300297160104864857989122,420,420,1100586419201,1049601,965035784057,11859419138,11271,64716669717895,140997476623930,7497,577,17821,65501,1259,829,2135,2130,1149,3357,3348,478,3342,318,1631,3,2149,25,3378,4,2305,34,2436,2303,11111111111111111111
81,3942211,65416,0,31465494,812477320,2479362845760583993699083266,2478301477751723383244988418,420,420,1100586419201,1049601,967183267705,11858370562,11271,72812679204176,141152111896259,5532,636,17809,65501,1259,829,2134,2129,1143,3358,3348,478,3343,318,1632,3,2149,25,3378,4,2311,34,2437,2294,11111111111111111111
82,3942271,65417,0,31465494,812478344,2479362845760583993699083266,2477091370187567631563759618,420,420,2200098046977,1049601,965035784056,11858371586,11271,62921376206093,141212218173018,8982,201,17797,65501,1259,829,2133,2129,1144,3358,3348,479,3343,319,1632,3,2148,25,3377,5,2304,34,2439,2301,11111111111111111111
83,3942331,65418,0,31465494,812478344,2479362845760583992625341442,2478300297160104864857989122,420,420,1100586419201,1049601,965034735480,11859420162,11271,75763325340814,141177876326081,8841,570,17785,65501,1259,829,2132,2128,1150,3358,3348,481,3343,320,1633,3,2147,25,3377,5,2306,34,2438,2303,11111111111111111111
84,3942391,65419,0,31465495,812477319,2479362845760583993698034690,2478300297160102665834733570,420,420,1100586419201,1049601,963962042233,11858370562,11271,63093170507005,141152109274710,9041,401,17773,65501,1259,829,2132,2127,1145,3357,3348,479,3343,319,1634,3,2147,26,3377,5,2308,33,2438,2306,11111111111111111111
85,3942451,65420,0,31465494,812478343,6193181783025104099910362114,2478300297160102665833684994,420,420,1100586419201,1049601,963962042232,11858371586,11271,69819090603333,140585154717380,8982,277,17761,65501,1259,829,2131,2127,1144,3357,3348,477,3343,318,1635,3,2145,25,3377,4,2310,33,2439,2293,11111111111111111111
86,3942511,65421,0,31465494,812478343,2479361665168964375798359042,2478300297160103765345312770,420,420,1100586419201,1049601,962887251832,11859420162,11271,60692282150273,141061917648455,7410,505,17749,65501,1259,829,2130,2126,1150,3357,3348,479,3342,319,1636,3,2145,25,3377,5,2306,34,2438,2302,11111111111111111111
87,3942571,65422,0,31465494,812478343,3717301704454343551185855490,2478301476598805177173024770,420,420,1100586419201,1049601,962888300408,12932112386,11271,76257248939329,141164985198214,7485,258,17737,65501,1259,829,2130,2125,1144,3357,3348,481,3342,320,1636,3,2144,25,3376,5,2308,34,2438,2306,11111111111111111111
88,3942631,65423,0,31465494,812478343,2479361665168963276287779842,2478300297160103765345312770,420,420,1100586419201,2098177,962887250808,11858370562,11272,78795572907371,141173571135130,9194,452,17737,65501,1259,829,2130,2125,1151,3357,3348,479,3342,319,1637,3,2143,25,3376,5,2308,34,2437,2304,11111111111111111111
89,3942691,65424,0,31465495,812478342,3717300522709801329168753666,2478300296007182260738465794,420,420,1100586419201,1049601,962888300408,11858370562,11271,71799066070386,141190766011960,8582,654,17725,65501,1259,829,2129,2124,1144,3357,3348,482,3342,318,1637,3,2142,25,3376,15,2316,34,2438,2297,11111111111111111111
90,3942751,65425,0,31465494,812478342,6193179421841862665087755266,2478300296007182260739513346,420,420,1100586419201,1049601,961813510008,11858370562,11271,76660965313928,141169274922610,9214,443,17714,65501,1259,829,2128,2123,1149,3357,3348,477,3342,318,1638,3,2144,25,3376,4,2304,34,2437,2300,11111111111111111111
91,3942811,65426,0,31465493,812478341,3717300523862722832700810242,2478300296007183360250093570,420,420,2200098046977,1049601,965035784056,12933159938,12295,75801976049042,141220811974339,9073,200,17702,65501,1259,829,2128,2123,1144,3357,3348,477,3343,318,1639,3,2143,25,3376,5,2308,34,2438,2292,11111111111111111111
92,3942871,65427,0,31465494,812478342,3717299343271101016852669442,2478300297160102665833684994,420,420,1100586419201,1049601,961814558584,11859420162,11271,65794708802852,141212239996566,7514,499,17690,65501,1259,829,2127,2122,1144,3357,3348,479,3342,318,1640,3,2143,25,3378,5,2310,34,2438,2295,11111111111111111111
93,3942931,65428,0,31465494,812478341,3717299343271102115289506818,2478300297160103765345312770,420,420,1100586419201,1049601,961814558584,11858371586,11271,72275813731634,141083366270662,9011,190,17678,65501,1259,829,2126,2121,1147,3357,3348,481,3342,320,1641,3,2142,25,3379,4,2307,34,2438,2304,11111111111111111111
94,3942991,65429,0,31465494,812478341,2479359303985721841465172994,2478300297160101566322057218,420,420,1100586419201,1049601,960740816761,11859417090,12295,64871288868286,140490682672836,5753,164,17666,65501,1259,829,2125,2120,1143,3357,3348,478,3343,318,1641,3,2141,26,3378,5,2312,34,2437,2295,11111111111111111111
95,3943051,65430,0,31465495,812477317,6193178240097320444144395266,2478300297160101566322058242,420,420,1100586419201,1049601,960740816761,12933160962,11271,70742511455696,141096268474050,6229,231,17666,65501,1259,829,2125,2120,1142,3356,3347,478,3342,318,1642,3,2140,26,3378,4,2309,34,2437,2306,11111111111111111111
96,3943111,65431,0,31465494,812478341,3717298162679481397879250946,2478300297160103765346361346,420,420,1100586419201,1049601,960740816760,11859420162,11271,73916479704610,141238007309945,8791,327,17654,65501,1259,829,2124,2119,1142,3357,3348,479,3342,319,1643,3,2139,25,3378,5,2314,34,2437,2297,11111111111111111111
97,3943171,65432,0,31465494,812477316,2479356942802480406641517570,2478300296007181161227886594,420,420,1100588518401,1051649,960740816760,11858370562,11271,73190641438102,141057595156135,8811,129,17642,65501,1259,829,2124,2119,1142,3357,3348,481,3342,320,1644,3,2139,25,3377,5,2316,34,2436,2299,11111111111111111111
98,3943231,65433,0,31465494,812478340,3717296980934939175861101570,2478300296007184459761721346,420,420,70438542644225,12587009,959667073912,11858371586,12296,72469084900917,141074793440973,6328,838,17630,65501,1259,829,2122,2118,1141,3357,3348,478,3342,319,1644,3,2137,26,3377,5,2313,34,2438,2295,11111111111111111111
99,3943291,65434,0,31465494,812477316,3717301704454343551186904066,2478300297160104864857989122,420,420,5499706684437,233018515,965035784056,11859420162,11271,66632226115041,140795626989246,6432,321,17618,65501,1258,829,2132,2127,1146,3357,3348,482,3342,318,1645,3,2147,25,3376,15,2313,34,2437,2294,11111111111111111111
100,3943351,65435,1,31465497,811428753,6193191227758069840274531330,2478300297160103765345312770,420,420,4792110907395,403026953,973625718649,11858371586,11272,66258561600986,140426257180365,5645,979,17642,65501,1258,828,2151,2146,1132,3358,3347,477,3342,318,1646,3,2165,26,3377,4,2317,34,2437,2300,11111111111111111111
101,3943411,65436,1,31465479,812477325,2479372290493549731914720258,2478300297160104864857989122,420,420,5525476725022,353752158,975773202296,12933161986,11271,74835608866405,141186469340733,8307,274,17595,65501,1258,828,2153,2149,1126,3357,3348,477,3342,318,1646,3,2168,26,3376,5,2311,34,2436,2294,11111111111111111111
102,3943471,65437,1,31465484,812477327,3717315871553791060609868802,2478300297160104864856940546,420,420,5500780752930,276157693,976846944120,11858371586,11272,78851404140156,141190743926480,9149,281,17595,65501,1258,828,2141,2135,1134,3357,3348,478,3342,319,1647,3,2153,26,3377,5,2310,33,2438,2293,11111111111111111111
103,3943531,65438,1,31465499,811428755,3717315871553792160122545154,2478300297160103765345312770,420,420,4786742198404,447125561,968257009529,11859420162,11272,69037406424590,140997492221483,7463,146,17571,65501,1258,828,2161,2156,1130,3358,3347,480,3342,320,1647,3,2175,26,3376,4,2307,34,2436,2303,11111111111111111111
104,3943591,65439,1,31465498,811428756,3717317052145412876460106754,2478300297160102665834733570,420,420,5499707140155,277206881,977920684920,11859420162,11272,67512695983572,140821392336596,5482,527,17571,65501,1258,828,2161,2156,1127,3357,3347,479,3342,319,1648,3,2175,26,3376,5,2314,33,2437,2297,11111111111111111111
105,3943651,65440,1,31465497,811428755,6193193588941311274024444930,2478300297160103765345312770,420,420,4821136442373,450240524,975773202297,12932113410,11271,69750374927853,141053316769477,7378,168,17606,65501,1258,828,2156,2152,1128,3357,3347,477,3342,318,1648,3,2170,26,3376,5,2303,34,2437,2299,11111111111111111111
106,3943711,65441,1,31465492,811428754,2479373471085170450399765506,2478300297160102665834733570,420,420,5548025437193,367379707,974699460472,11859420162,11271,65777525067314,140662482609853,6548,699,17559,65501,1258,828,2156,2150,1127,3357,3348,478,3342,319,1648,3,2169,26,3376,5,2310,34,2437,2293,11111111111111111111
107,3943771,65442,1,31465490,811428755,2479375832268411885223420930,2478300297160103765345311746,420,420,4405570151428,379949258,976846944121,10784629762,11272,72997368827444,141036129625773,8103,160,17547,65501,1258,828,2161,2155,1122,3358,3347,479,3342,320,1648,3,2174,26,3376,5,2310,34,2439,2294,11111111111111111111
108,3943831,65443,1,31465486,811428753,3717317052145412876460106754,2478300296007181161227886594,420,420,4692262325261,387283196,976846943096,11858370562,11272,68298674278056,140580872201922,6054,760,17547,65501,1258,828,2162,2157,1126,3357,3347,478,3342,319,1649,3,2175,26,3376,5,2304,34,2436,2301,11111111111111111111
109,3943891,65444,1,31465494,811428755,3717313510370550724225147906,2478300297160103765345312770,420,420,5502934621210,281398105,974698410872,12932113410,11271,71154828512770,140890114434753,5828,247,32767,65501,1258,823,2154,2149,1128,3356,3346,485,3341,318,1649,3,2168,26,3375,13,2313,34,2438,2294,11111111111111111111
110,3943951,65445,1,31465497,811428756,2479374651676791167812117506,2478300296007183360250093570,420,420,4764198818823,452367611,965035784057,11859420162,11271,72039585484377,140735490041504,5867,588,32767,65501,1258,823,2154,2150,1127,3356,3348,477,3342,318,1649,3,2168,26,3375,5,2313,32,2437,2296,11111111111111111111
111,3944011,65446,1,31465484,810378129,2479366387535445046421365762,2478300297160103765346360322,420,420,5500801777992,277198551,965035784056,11867908098,11272,72254339026513,140937352259174,8278,154,32767,8502,1249,823,2145,2140,1133,3356,3347,477,3342,318,1649,3,2158,26,3375,5,2315,34,2438,2298,11111111111111111111
112,3944071,65447,1,31465484,810378129,2479368748718686480169182210,2478301477751722283733360642,420,420,4825478716432,387291368,972551976824,11868956674,11271,76523536191140,140237282682572,9136,153,32767,8531,1249,823,2145,2140,1130,3356,3347,474,3341,316,1650,2,2158,26,3375,5,2308,34,2437,2305,11111111111111111111
113,3944131,65448,0,31465480,811427719,2479377012860031502048306178,1240360257874723490448285698,420,420,5581361668168,366322350,971478233977,12942698498,11271,66327279439429,141091979667134,8141,727,17666,65501,1258,828,2133,2128,1134,3356,3347,473,3342,316,1649,3,2146,25,3375,5,2308,33,2438,2305,11111111111111111111
114,3944191,65449,0,31465477,811426701,2479368748718686480170230786,2478300297160105964368567298,420,420,4531240053823,372613801,973625718649,11868956674,11272,71468355423933,141027536152264,8738,551,32767,8554,1249,823,2148,2142,1137,3356,3347,480,3341,318,1649,3,2161,26,3375,5,2316,34,2437,2299,11111111111111111111
115,3944251,65450,1,31465475,810379151,6193190047166448023351600130,2478301476598800779127562242,420,420,4829786145838,386226847,976846944120,11870005250,11272,66705242983894,140507861952204,8088,483,17690,65501,1258,828,2162,2157,1131,3357,3348,477,3342,318,1649,3,2175,26,3376,4,2307,33,2438,2305,11111111111111111111
116,3944311,65451,1,31465492,811428756,3717317052145412877533848578,2478300296007181161227886594,420,420,5501854536718,277253956,978994427769,12932113410,11272,72267222945390,141134920230461,8932,120,17690,65501,1258,828,2163,2157,1121,3357,3348,477,3342,318,1648,3,2176,26,3376,4,2310,34,2438,2293,11111111111111111111
117,3944371,65452,1,31465491,811428756,2479377012860032602634724354,2478300297160102665834733570,420,420,5851942224910,445011731,977920685944,11859419138,11271,72297288044128,140933065942675,7435,506,17690,65501,1258,828,2163,2157,1121,3357,3348,478,3342,319,1648,3,2176,27,3376,4,2309,34,2437,2291,11111111111111111111
118,3944431,65453,1,31465490,811428756,2479375832268411885223420930,2478300297160103765346361346,420,420,5510491590670,324356796,968257009528,12933160962,11271,73143397060075,141079086966432,6921,607,17666,65501,1258,828,2159,2154,1124,3357,3348,478,3342,319,1648,3,2173,27,3376,5,2309,34,2437,2291,11111111111111111111
119,3944491,65454,1,31465490,811428756,2479377012860032602633675778,2478300297160103765346361346,420,420,4594556119054,382022281,977921734520,11859420162,11271,70832705179196,141061907883653,5651,354,17666,65501,1258,828,2145,2139,1133,3357,3348,481,3342,318,1648,3,2157,26,3376,15,2309,33,2438,2305,11111111111111111111
120,3944551,65455,1,31465490,811428756,6193197130716173427331048450,2478300296006054161809416194,420,420,5661867050004,348472547,977920686968,12932113410,11272,59532642356729,140426237650518,5578,483,17666,65501,1258,828,2163,2158,1127,3357,3347,477,3342,318,1647,3,2176,27,3376,5,2305,34,2438,2302,11111111111111111111
121,3944611,65456,1,31465491,811428756,2479377012860032602634724354,2478300297160101566322057218,420,420,5506159970397,287673003,980068169593,12931064834,11271,68805480615416,140714019595958,5452,491,17654,65501,1258,828,2163,2157,1122,3357,3347,478,3342,318,1647,3,2176,26,3376,5,2312,34,2437,2295,11111111111111111111
122,3944671,65457,1,31465493,811428756,2479378193451652220534400002,2478300296007181161227885570,420,420,5850844365848,439656701,977920685944,11859420162,11271,74015276404153,141100559378122,8170,268,17654,65501,1258,828,2163,2158,1125,3357,3348,479,3342,318,1647,3,2177,26,3377,5,2306,34,2436,2301,11111111111111111111
123,3944731,65458,1,31465488,812477332,2479377012860032601559933954,2478300296007181161227886594,420,420,5505075734542,289748625,977919637368,11859419138,11272,68320145903037,141246590494292,7213,834,17654,65501,1258,828,2163,2157,1123,3357,3348,483,3342,319,1647,3,2177,26,3377,5,2305,33,2436,2302,11111111111111111111
124,3944791,65459,1,31465488,812477332,3717317052145412877532800002,2478300297160103765346361346,420,420,4751320156175,430218878,978994427768,11859420162,11271,77846382317166,141164984215253,7658,512,17642,65501,1258,828,2163,2158,1123,3358,3348,476,3342,318,1646,3,2177,26,3377,5,2310,34,2438,2293,11111111111111111111
125,3944851,65460,1,31465486,811428755,6193197130716173427331048450,2478300297160105964369616898,420,420,5516905726987,320176380,977920685944,12932112386,11272,70304415944121,141122031331004,9049,124,17642,65501,1258,828,2163,2158,1123,3357,3348,476,3342,318,1646,3,2178,26,3377,5,2310,34,2437,2292,11111111111111111111
126,3944911,65461,1,31465487,811428756,2479378193451652220534400002,2478300296007183360250093570,420,420,5556627886098,349536498,977920685945,11858371586,11272,78516395839074,141199335499478,8932,254,17642,65501,1258,828,2163,2158,1128,3357,3348,481,3342,320,1646,3,2177,26,3377,5,2307,34,2437,2304,11111111111111111111
127,3944971,65462,1,31465487,811428756,3717317052145412877533848578,2478300297160102665835781122,420,420,5769215975436,419760380,977920685944,12933160962,11272,67658722250183,140911592679044,7518,173,17642,65501,1258,828,2164,2158,1127,3358,3348,480,3342,320,1645,3,2178,27,3377,5,2308,34,2437,2305,11111111111111111111
128,3945031,65463,1,31465486,811428756,3717318232737033593871410178,2478300297160102665834733570,420,420,5511522348046,325397171,977920686968,11858372610,11272,73748988300695,141091968919238,7702,161,17654,65501,1258,828,2164,2158,1123,3358,3348,479,3342,319,1645,3,2178,26,3377,5,2314,33,2437,2296,11111111111111111111
129,3945091,65464,1,31465486,811428757,3717317052145412876460106754,2478300297160104864857989122,420,420,5802501912590,438703860,977920685945,11859419138,11272,62835476991320,140507861034694,5893,353,17654,65501,1258,828,2164,2158,1130,3358,3347,486,3342,318,1644,3,2178,26,3377,15,2314,34,2438,2295,11111111111111111111
130,3945151,65465,1,30416910,811428757,6193198311307793044158030850,2478301477751724482757664770,420,420,5513665634320,311773852,977920685944,12933161986,11272,71979460267398,141096251827905,8786,176,17654,65501,1258,828,2164,2158,1124,3358,3348,477,3342,318,1644,3,2178,26,3378,4,2313,34,2437,2296,11111111111111111111
131,3945211,65466,1,31466510,811428757,2479377012860032602634724354,2478300297160104864857989122,420,420,5797148957724,358951547,980068168568,12932113410,11272,77408296701378,141100563244717,8904,165,17654,65501,1258,828,2164,2158,1128,3358,3348,477,3343,318,1644,3,2178,26,3378,5,2309,34,2436,2307,11111111111111111111
132,3945271,65467,1,31465486,812477333,2479377012860032602634724354,2478300297160104864857989122,420,420,4624626058254,391447164,978994427769,11858371586,11272,73903602339152,141134912431822,9114,180,17654,65501,1258,828,2164,2159,1125,3358,3348,481,3342,320,1643,3,2179,26,3378,4,2318,34,2437,2300,11111111111111111111
133,3945331,65468,1,31465485,811428757,3717318232737033593871410178,2478301477751722283735457794,420,420,5517983624206,337977998,977920685945,11859419138,11272,71206358289819,140894403372650,8169,397,17666,65501,1258,828,2164,2158,1124,3358,3348,480,3342,320,1643,3,2179,26,3378,5,2312,33,2437,2295,11111111111111111111
134,3945391,65469,1,31465485,812477333,3717318232737034694456779778,2478301477751725582268243970,420,420,4693338112014,433453851,978994427768,11859420162,11272,70721031245204,141246600783409,8012,134,17666,65501,1258,828,2164,2159,1125,3358,3348,478,3342,318,1642,3,2179,26,3378,5,2314,34,2438,2296,11111111111111111111
135,3945451,65470,1,31465485,812477333,6193198311307793045231772674,2478300297160102665834733570,420,420,5570573884429,343235385,978994427769,12932113410,11271,75131958005151,141143502562942,9287,411,17666,65501,1258,828,2164,2159,1125,3357,3348,477,3343,318,1642,3,2179,26,3378,5,2311,33,2437,2294,11111111111111111111
136,3945511,65471,1,31465484,811428757,2479377014012954106166780930,2478300297160103765346362370,420,420,5764920988686,413549338,977920685945,12933160962,11272,73920786206054,141066196166354,8013,228,17678,65501,1258,828,2164,2159,1126,3358,3348,479,3342,319,1642,3,2179,26,3378,4,2311,34,2437,2297,11111111111111111111
