Unnamed: 0,nan,nan.1,platform.obc.GPS.LastGpsTimeLog,platform.obc.GPS.UpdateGpsTimeLog[0:1],platform.obc.OBC.mramCorrectableErrorCount,platform.obc.OBC.mramNonCorrectableErrorCount,platform.obc.OBC.flashCorrectableErrorCount,platform.obc.OBC.flashNonCorrectableErrorCount,platform.obc.MagnetometerI2C.nackAddrCount,platform.obc.GPS.UpdateGpsTimeLog_1,platform.obc.GPS.UpdateGpsTimeLog_0,platform.obc.MagnetometerI2C.hwStateErrorCount,platform.obc.MagnetometerI2C.isrErrorCount,platform.obc.I2CBusA.nackAddrCount,platform.obc.I2CBusA.hwStateErrorCount,platform.obc.I2CBusA.isrErrorCount,platform.obc.I2CBusB.nackAddrCount,platform.obc.I2CBusB.hwStateErrorCount,platform.obc.I2CBusB.isrErrorCount,platform.obc.I2CBusC.nackAddrCount,platform.obc.I2CBusC.hwStateErrorCount,platform.obc.I2CBusC.isrErrorCount,platform.obc.GPSSerial.txFailures,platform.obc.GPSSerial.rxFailures,platform.obc.GPSSerial.framingErrors,platform.obc.GPSSerial.parityErrors,platform.obc.GPSSerial.overrunErrors,platform.BAT.status,platform.BAT.lastError,platform.BAT.autoResetCount,platform.BAT.brownOutResetCount,platform.EPS.status,platform.EPS.lastError,platform.EPS.softResetCount,platform.ADCS.fss1ErrorCodes,platform.ADCS.fss1ErrorCount,platform.ADCS.busCurrents[0],platform.ADCS.boardTemperature,platform.ADCS.detumbleCounter,platform.CMC.txPacketCount,platform.CMC.txOverrunErrorCount,platform.CMC.rxDtmfAndCounter,platform.CMC.rxPacketCount,platform.CMC.rxDroppedErrorCount,platform.CMC.rxCrcErrorCount,platform.CMC.rxOverrunErrorCount,platform.CMC.rxProtocolErrorCount,platform.CMC.temperatureSmps,platform.CMC.voltage3V3,platform.CMC.current3V3,payload.GMOD.DP_GMODMSPTemp,payload.GMOD.DP_ErrMessages,payload.GMOD.DP_FlashRolloverCounter,payload.GMOD.DP_CPLDTimeoutCounter,payload.GMOD.DP_SegFaultCount,payload.GMOD.DP_SegFaultType,payload.GMOD.DP_CorrBitErrorCount,payload.GMOD.DP_NonCorrBitErrorCount,payload.GMOD.DP_ForbiddenReadCount,core.EventDispatcher.overflowCount,EMOD.Serial.txFailures,EMOD.Serial.rxFailures,EMOD.Serial.framingErrors,EMOD.Serial.parityErrors,EMOD.Serial.overrunErrors,GMOD.Serial.txFailures,GMOD.Serial.rxFailures,GMOD.Serial.framingErrors,GMOD.Serial.parityErrors,GMOD.Serial.overrunErrors,comms.HMAC.authenticatedFrameCount,comms.HMAC.failedAuthenticationCount,comms.HMAC.droppedFrameCount,comms.HMAC.seqResyncCount,mission.ModeManager.EntryError,mission.ModeManager.ExitError,cdh.telemetry.DataPool.paramValid
420,8684275,14473,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,50574,16171,38583,200,6295,0,154,346,0,0,0,0,17,829,17499,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
421,8684875,14474,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,52365,15406,38066,200,6305,0,154,346,0,0,0,0,14,828,17404,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
422,8685475,14475,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,54156,16147,38019,200,6315,0,154,346,0,0,0,0,14,828,17368,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
423,8686075,14476,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,55947,16994,38173,200,6325,0,154,346,0,0,0,0,15,828,17404,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
424,8686675,14477,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,57738,17908,38558,200,6335,0,154,346,0,0,0,0,17,828,17428,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
425,8687275,14478,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,59529,17548,38900,200,6345,0,154,346,0,0,0,0,20,828,17499,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
426,8687875,14479,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,61320,16265,39256,200,6355,0,154,346,0,0,0,0,23,829,17583,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
427,8688475,14480,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,63111,18350,39545,200,6365,0,154,346,0,0,0,0,25,829,17678,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
428,8689075,14481,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,64903,18178,39339,200,6375,0,154,346,0,0,0,0,23,829,17666,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
429,8689675,14482,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,1160,17524,38915,200,6385,0,154,346,0,0,0,0,20,829,17571,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
430,8690275,14483,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,2950,17878,38389,200,6395,0,154,346,0,0,0,0,17,829,17476,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
431,8690875,14484,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,4742,17954,38042,200,6405,0,154,346,0,0,0,0,15,828,17392,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,346,0,0,71,0,0,11111111111111111111111111111111
432,8691475,14485,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,6533,16592,38073,200,6764,0,154,368,0,4,0,0,21,823,32767,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,370,0,0,80,0,0,11111111111111111111111111111111
433,8692075,14486,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,8324,18607,38330,200,7314,0,154,385,0,5,0,0,23,828,17654,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,385,0,0,82,0,0,11111111111111111111111111111111
434,8692675,14487,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,10115,18726,38784,200,7324,0,154,385,0,5,0,0,23,828,17595,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,385,0,0,82,0,0,11111111111111111111111111111111
435,8693275,14488,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,11906,15795,39144,200,7334,0,154,385,0,5,0,0,24,828,17654,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,385,0,0,82,0,0,11111111111111111111111111111111
436,8693875,14489,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,13697,14536,39591,200,7344,0,154,385,0,5,0,0,26,829,17737,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,385,0,0,82,0,0,11111111111111111111111111111111
437,8694475,14490,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,15488,15258,39691,200,7354,0,154,385,0,5,0,0,25,829,17737,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,385,0,0,82,0,0,11111111111111111111111111111111
438,8695075,14491,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,17279,17531,39305,200,7364,0,154,385,0,5,0,0,22,829,17642,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,385,0,0,82,0,0,11111111111111111111111111111111
439,8695675,14492,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,19070,15924,38773,200,7374,0,154,385,0,5,0,0,19,829,17535,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,385,0,0,82,0,0,11111111111111111111111111111111
440,8696275,14493,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,20861,17372,38235,200,7384,0,154,385,0,5,0,0,16,828,17440,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,385,0,0,82,0,0,11111111111111111111111111111111
441,8696875,14494,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,22652,17606,38085,200,7419,0,154,397,0,11,0,0,17,823,32767,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,398,0,0,87,0,0,11111111111111111111111111111111
442,8697475,14495,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,24443,16290,38208,200,7750,0,154,430,0,15,0,0,22,829,17595,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,430,0,0,90,0,0,11111111111111111111111111111111
443,8698075,14496,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,26234,14682,38446,200,7760,0,154,430,0,15,0,0,20,828,17523,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,430,0,0,90,0,0,11111111111111111111111111111111
444,8698675,14497,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,28025,17193,38817,200,7770,0,154,430,0,15,0,0,21,829,17547,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,430,0,0,90,0,0,11111111111111111111111111111111
445,8699275,14498,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,29816,17125,39245,200,7780,0,154,430,0,15,0,0,23,828,17595,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,430,0,0,90,0,0,11111111111111111111111111111111
446,8699875,14499,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,31609,16702,39428,200,7790,0,154,430,0,15,0,0,25,829,17678,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,430,0,0,90,0,0,11111111111111111111111111111111
447,8700475,14500,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,33401,17569,39277,200,7800,0,154,430,0,15,0,0,23,829,17666,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,430,0,0,90,0,0,11111111111111111111111111111111
448,8701075,14501,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,35192,15495,38868,200,7810,0,154,430,0,15,0,0,20,829,17583,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,430,0,0,90,0,0,11111111111111111111111111111111
449,8701675,14502,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,36983,15655,38354,200,7820,0,154,430,0,15,0,0,16,829,17476,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,430,0,0,90,0,0,11111111111111111111111111111111
450,8702275,14503,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,38774,18370,37980,200,7830,0,154,430,0,15,0,0,15,828,17392,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,430,0,0,90,0,0,11111111111111111111111111111111
451,8702875,14504,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,40565,17703,38034,200,7949,0,154,465,0,19,0,0,18,828,17476,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
452,8703475,14505,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,42356,16444,38303,200,7959,0,154,467,0,19,0,0,18,828,17487,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
453,8704075,14506,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,44147,17612,38695,200,7969,0,154,467,0,19,0,0,20,828,17535,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
454,8704675,14507,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,45938,16306,39115,200,7979,0,154,467,0,19,0,0,23,829,17618,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
455,8705275,14508,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,47729,16078,39480,200,7989,0,154,467,0,19,0,0,25,828,17666,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
456,8705875,14509,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,49520,16474,39470,200,7999,0,154,467,0,19,0,0,25,829,17714,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
457,8706475,14510,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,51311,15782,39118,200,8009,0,154,467,0,19,0,0,22,829,17630,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
458,8707075,14511,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,53102,16624,38611,200,8019,0,154,467,0,19,0,0,18,829,17535,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
459,8707675,14512,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,54893,17920,38132,200,8029,0,154,467,0,19,0,0,15,828,17440,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
460,8708275,14513,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,56684,17531,38040,200,8039,0,154,467,0,19,0,0,15,828,17404,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
461,8708875,14514,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,58475,15729,38230,200,8049,0,154,467,0,19,0,0,16,828,17404,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
462,8709475,14515,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,60266,18106,38543,200,8059,0,154,467,0,19,0,0,18,828,17452,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
463,8710075,14516,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,62057,15607,38932,200,8069,0,154,467,0,19,0,0,20,828,17523,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
464,8710675,14517,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,63848,15627,39368,200,8079,0,154,467,0,19,0,0,23,829,17618,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
465,8711275,14518,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,103,14501,39591,200,8089,0,154,467,0,19,0,0,25,829,17702,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
466,8711875,14519,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,1894,18140,39365,200,8099,0,154,467,0,19,0,0,23,829,17678,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
467,8712475,14520,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,3687,17648,38908,200,8109,0,154,467,0,19,0,0,20,829,17583,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
468,8713075,14521,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,5476,16509,38391,200,8119,0,154,467,0,19,0,0,17,829,17487,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
469,8713675,14522,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,7270,16059,38067,200,8129,0,154,467,0,19,0,0,14,828,17392,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
470,8714275,14523,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,9061,15610,38133,200,8139,0,154,467,0,19,0,0,15,828,17380,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
471,8714875,14524,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,10852,14502,38451,200,8149,0,154,467,0,19,0,0,16,828,17428,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
472,8715475,14525,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,12643,17147,38907,200,8159,0,154,467,0,19,0,0,19,828,17499,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
473,8716075,14526,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,14434,17284,39399,200,8169,0,154,467,0,19,0,0,23,828,17595,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,463,4,0,97,0,0,11111111111111111111111111111111
